,time [s],voltage [V],current [A]
498,3.723417,-0.421246,-0.059064
499,3.731,-0.421994,-0.058823
500,3.738584,-0.42279,-0.059726
501,3.746167,-0.423547,-0.05911
502,3.75375,-0.424295,-0.058585
503,3.761333,-0.425046,-0.058554
504,3.768917,-0.425801,-0.058497
505,3.7765,-0.426546,-0.058207
506,3.784084,-0.427338,-0.059167
507,3.791667,-0.428089,-0.058559
508,3.79925,-0.428841,-0.058506
509,3.806834,-0.429593,-0.057897
510,3.814417,-0.430341,-0.057768
511,3.822,-0.431097,-0.057675
512,3.829583,-0.431896,-0.058985
513,3.837167,-0.432646,-0.05826
514,3.84475,-0.433398,-0.05819
515,3.852334,-0.434151,-0.05777
516,3.859917,-0.434894,-0.057682
517,3.8675,-0.435643,-0.05775
518,3.875083,-0.436439,-0.058517
519,3.882667,-0.437192,-0.05811
520,3.89025,-0.437946,-0.057728
521,3.897834,-0.438684,-0.057255
522,3.905417,-0.439437,-0.057471
523,3.913,-0.440184,-0.056957
524,3.920583,-0.440982,-0.058214
525,3.928167,-0.441738,-0.0579
526,3.93575,-0.442479,-0.057455
527,3.943333,-0.443231,-0.057277
528,3.950917,-0.443981,-0.057076
529,3.9585,-0.444739,-0.056977
530,3.966084,-0.445533,-0.058012
531,3.973667,-0.446277,-0.057522
532,3.98125,-0.447035,-0.057431
533,3.988833,-0.447785,-0.057462
534,3.996417,-0.448533,-0.057409
535,4.004,-0.449284,-0.057489
536,4.011583,-0.450074,-0.058113
537,4.019167,-0.450832,-0.057814
538,4.02675,-0.451578,-0.05731
539,4.034334,-0.452327,-0.057232
540,4.041917,-0.453083,-0.057315
541,4.0495,-0.453832,-0.057376
542,4.057084,-0.45458,-0.057076
543,4.064667,-0.455386,-0.058561
544,4.07225,-0.456139,-0.057842
545,4.079834,-0.456883,-0.057431
546,4.087417,-0.457636,-0.057488
547,4.095,-0.45839,-0.057321
548,4.102583,-0.459138,-0.057278
549,4.110167,-0.459939,-0.058398
550,4.11775,-0.460688,-0.057664
551,4.125333,-0.461441,-0.057809
552,4.132917,-0.462189,-0.057352
553,4.1405,-0.462936,-0.057398
554,4.148084,-0.463693,-0.057585
555,4.155667,-0.464477,-0.058324
556,4.16325,-0.465231,-0.057998
557,4.170834,-0.465981,-0.058027
558,4.178417,-0.466733,-0.05751
559,4.186,-0.46748,-0.057412
560,4.193583,-0.468222,-0.057376
561,4.201167,-0.469023,-0.058614
562,4.20875,-0.469773,-0.058271
563,4.216333,-0.470527,-0.058025
564,4.223917,-0.471282,-0.058088
565,4.2315,-0.472025,-0.057746
566,4.239083,-0.472769,-0.057878
567,4.246667,-0.473575,-0.058908
568,4.25425,-0.474328,-0.058429
569,4.261834,-0.475074,-0.058122
570,4.269417,-0.475821,-0.058277
571,4.277,-0.476574,-0.058053
572,4.284584,-0.477321,-0.058247
573,4.292167,-0.478112,-0.059194
574,4.29975,-0.478868,-0.058866
575,4.307333,-0.479618,-0.058712
576,4.314917,-0.480374,-0.058295
577,4.3225,-0.481119,-0.058368
578,4.330083,-0.481874,-0.058445
579,4.337667,-0.482671,-0.059242
580,4.34525,-0.483434,-0.059279
581,4.352834,-0.484171,-0.058779
582,4.360417,-0.484931,-0.058818
583,4.368,-0.485674,-0.058956
584,4.375584,-0.486423,-0.058649
585,4.383167,-0.487218,-0.059945
586,4.39075,-0.487968,-0.059554
587,4.398334,-0.488717,-0.059185
588,4.405917,-0.489465,-0.059229
589,4.4135,-0.49022,-0.059112
590,4.421083,-0.490963,-0.059029
591,4.428667,-0.491771,-0.060743
592,4.43625,-0.492508,-0.059925
593,4.443833,-0.493261,-0.059677
594,4.451417,-0.494016,-0.059486
595,4.459,-0.494756,-0.059739
596,4.466584,-0.495514,-0.059499
597,4.474167,-0.496303,-0.06055
598,4.48175,-0.49706,-0.060172
599,4.489334,-0.497806,-0.060249
600,4.496917,-0.498559,-0.060091
601,4.5045,-0.499303,-0.060086
602,4.512084,-0.500056,-0.059679
603,4.519667,-0.500854,-0.061246
604,4.52725,-0.501611,-0.060884
605,4.534833,-0.502351,-0.060547
606,4.542417,-0.503102,-0.06026
607,4.55,-0.503846,-0.060629
608,4.557583,-0.504599,-0.060473
609,4.565167,-0.505345,-0.060635
610,4.57275,-0.50615,-0.061815
611,4.580334,-0.506905,-0.061405
612,4.587917,-0.507653,-0.061308
613,4.5955,-0.508396,-0.060936
614,4.603084,-0.509152,-0.061238
615,4.610667,-0.509907,-0.061317
616,4.61825,-0.5107,-0.061967
617,4.625834,-0.511454,-0.062035
618,4.633417,-0.512203,-0.06153
619,4.641,-0.512953,-0.06167
620,4.648583,-0.513693,-0.061868
621,4.656167,-0.514454,-0.061655
622,4.66375,-0.515249,-0.063018
623,4.671333,-0.515996,-0.06233
624,4.678917,-0.516752,-0.062394
625,4.6865,-0.517501,-0.061972
626,4.694084,-0.518247,-0.062068
627,4.701667,-0.518997,-0.062211
628,4.70925,-0.519798,-0.063497
629,4.716834,-0.520535,-0.062974
630,4.724417,-0.521287,-0.062962
631,4.732,-0.522043,-0.062763
632,4.739583,-0.522794,-0.06269
633,4.747167,-0.523543,-0.062684
634,4.75475,-0.524341,-0.063932
635,4.762333,-0.525097,-0.063644
636,4.769917,-0.525836,-0.0634
637,4.7775,-0.526589,-0.063295
638,4.785083,-0.527344,-0.06336
639,4.792667,-0.528087,-0.063453
640,4.80025,-0.528889,-0.064725
641,4.807834,-0.529634,-0.064371
642,4.815417,-0.530382,-0.063947
643,4.823,-0.531141,-0.064136
644,4.830584,-0.531882,-0.064248
645,4.838167,-0.532641,-0.06371
